u;g;r;i;z;specobjid;redshift;plate;mjd;class
1894637;180942;1779323;1756147;174765;3110000000000000000000;0.1080172;276;51909;GALAXY
1896877;1751954;1668444;1625425;1595008;31100000000000000000000;0.1147261;276;51909;GALAXY
1873916;185613;1862313;1876871;1897412;432000000000000000000000;0.5046992;3835;55570;GALAXY
1958216;1798366;1701338;1657115;16218;31100000000000000000000;0.1298663;276;51909;GALAXY
194428;1755835;166001;1606182;1563731;3110000000000000000000;0.0829101;276;51909;GALAXY
1943067;1818763;1763623;1726962;1704553;31100000000000000000000;0.08362874;276;51909;GALAXY
1933944;182786;1786316;1762921;1742533;31100000000000000000000;0.05432412;276;51909;GALAXY
1945144;1810209;1756396;1734624;1727157;31100000000000000000000;0.000145065;276;51909;STAR
1876803;1720846;163832;1598229;1566054;31200000000000000000000;0.07651239;277;51908;GALAXY
1781359;1779316;1767594;1770235;1731343;3120000000000000000000;0.282167;277;51908;QSO
1898675;1863113;1844239;1833936;1811911;3120000000000000000000;0.01899364;277;51908;GALAXY
174546;1566078;1484173;1442503;1407379;31200000000000000000000;0.03815033;277;51908;GALAXY
1934051;1882448;1866954;1867161;1844065;432000000000000000000000;2465038;3836;55302;QSO
1881678;1756023;1706816;1671169;1655222;4100000000000000000000;0.07244121;364;52000;GALAXY
1928654;1835228;1802977;1791581;1782698;4100000000000000000000;0.000300503;364;52000;STAR
1799677;1664491;1653772;1652853;1653148;39200000000000000000000;-0.000110785;348;51671;STAR
1947447;1881116;1836157;1813455;18067;4.1E+17;0.1625686;364;52000;GALAXY
1943826;1933031;1905002;1895199;1896106;41000000000000000000000;1371252;364;52000;QSO
1908044;1800312;1759898;1741855;1735111;3920000000000000000000;0.000323143;348;51671;STAR
1927639;1816587;174629;1698965;1674642;39200000000000000000000;0.07103826;348;51671;GALAXY
1869257;1686043;161207;1583725;1566301;39200000000000000000000;-0.000246684;348;51671;STAR
182259;1706761;164308;1610143;1585293;39200000000000000000000;0.02563905;348;51671;GALAXY
1851327;1831832;1789411;1780831;1786479;39200000000000000000000;1171173;348;51671;QSO
1886272;1703113;1609108;1557486;1518042;39200000000000000000000;0.07305734;348;51671;GALAXY
1788222;1596028;150617;1459634;1426291;39200000000000000000000;0.02432818;348;51671;GALAXY
1915585;1727741;1629904;1579151;1540363;39200000000000000000000;0.08762164;348;51671;GALAXY
1919988;1892745;1924865;1950408;1982368;432000000000000000000000;-3.80E-06;3836;55302;STAR
1896188;1751319;1677223;1636375;1614248;31200000000000000000000;0.09491593;277;51908;GALAXY
1945152;1929247;1923836;1905532;1901985;31200000000000000000000;1687793;277;51908;QSO
1931889;1730204;1634598;1592422;1562894;3120000000000000000000;0.09630207;277;51908;GALAXY
1958596;1773785;1681596;1642367;1610665;31200000000000000000000;0.09593257;277;51908;GALAXY
1934535;1749037;1658209;1613608;1579992;3120000000000000000000;0.1074433;277;51908;GALAXY
1910541;1766775;1706442;1681578;1669179;38500000000000000000000;5.06E-05;342;51691;STAR
1911494;171762;163699;1605369;15832;38500000000000000000000;-0.00028721;342;51691;STAR
1952759;1812567;1739447;1697996;1668602;38600000000000000000000;0.09346591;343;51692;GALAXY
1811264;1617374;1530258;1484046;1449269;38500000000000000000000;0.03243349;342;51691;GALAXY
1953403;1776807;1683002;163159;1588822;38600000000000000000000;0.05060026;343;51692;GALAXY
1759724;1613419;1539325;1495601;1464245;38600000000000000000000;0.03862771;343;51692;GALAXY
1928799;1761397;1669113;1620609;1586865;38600000000000000000000;0.09369648;343;51692;GALAXY
1835629;1655183;1587767;1563214;1549702;38600000000000000000000;0.000242404;343;51692;STAR
1954329;1911089;1898744;1887481;1871331;38600000000000000000000;0.7363476;343;51692;QSO
1912201;1780076;172598;1704298;1693448;38600000000000000000000;-0.0002836;343;51692;STAR
1862176;1713944;1565689;1609665;1578875;38600000000000000000000;0.000178772;343;51692;STAR
1959723;1818258;1786593;1746021;1733221;38600000000000000000000;0.03247265;343;51692;GALAXY
1945511;1837275;1801605;1781306;1787426;3860000000000000000000;-0.000269189;343;51692;STAR
1819285;1715936;1676038;1659373;1653342;38700000000000000000000;0.000202477;344;51693;STAR
1833754;1696645;164015;1619736;1607204;38600000000000000000000;-2.78E-05;343;51692;STAR
1896478;1775327;1713841;1675577;1649653;38600000000000000000000;0.1017071;343;51692;GALAXY
1890089;1671721;1589666;1560017;1543782;38600000000000000000000;-0.000102108;343;51692;STAR
1929026;189874;1880369;1858464;1858839;38600000000000000000000;1525591;343;51692;QSO
1954696;1815991;1743641;1700897;1673942;38600000000000000000000;0.1205699;343;51692;GALAXY
1933415;1810904;1757948;1719707;1701705;38600000000000000000000;0.05311374;343;51692;GALAXY
1883686;179236;1758195;1723962;1716256;38700000000000000000000;0.050244;344;51693;GALAXY
1878114;1681459;1580151;1528278;1491957;38700000000000000000000;0.07801124;344;51693;GALAXY
1904171;1757631;1674022;1623121;1594182;38700000000000000000000;0.07091825;344;51693;GALAXY
1903035;1705281;1604609;1549597;1508456;3870000000000000000000;0.05773805;344;51693;GALAXY
1947611;176089;1661027;1605041;156327;38700000000000000000000;0.1174917;344;51693;GALAXY
1958038;192819;1927253;1896887;1861905;38900000000000000000000;0.4253347;345;51690;QSO
192129;189049;1852192;1845047;1843945;38900000000000000000000;1120872;345;51690;QSO
1824813;166507;1603451;1578521;1567699;3890000000000000000000;0.000374712;345;51690;STAR
1940132;1712534;1619674;1584442;1565351;38900000000000000000000;-0.000145135;345;51690;STAR
1800209;1599435;1504764;1457399;1419048;3890000000000000000000;0.0436522;345;51690;GALAXY
1814534;1663301;1601592;1574219;1562094;32200000000000000000000;0.000262244;2862;54471;STAR
1951933;1842241;1785637;1749212;1728957;31800000000000000000000;0.1043968;282;51658;GALAXY
1894187;1778875;1722413;1687805;166896;31600000000000000000000;0.06389593;281;51614;GALAXY
1728657;1541316;1454828;1414082;1383188;31800000000000000000000;0.02613202;282;51658;GALAXY
1951587;1857974;182035;1806778;1800063;36400000000000000000000;0.000586076;3233;54891;STAR
1885399;1744323;1678887;1639801;1613158;31800000000000000000000;0.0775177;282;51658;GALAXY
195411;1773482;1680566;1639714;1607579;31800000000000000000000;0.09387619;282;51658;GALAXY
1907469;1768375;1694068;1653177;1626653;31800000000000000000000;0.1045601;282;51658;GALAXY
1793392;1696598;1664815;1654117;1648996;32200000000000000000000;0.000130051;2862;54471;STAR
1772308;1675766;1647361;1636852;1632973;31800000000000000000000;0.000557639;282;51658;STAR
1775735;1665635;162001;1600102;1592429;32200000000000000000000;-0.000298847;2862;54471;STAR
1907036;1798226;1751581;1730005;1720114;322000000000000000000000;-0.000364561;2862;54471;STAR
1891296;175865;1710527;1696909;1691203;36400000000000000000000;-6.45E-05;3233;54891;STAR
1905616;1787362;1787674;18021;181466;324000000000000000000000;0.000622773;2877;54523;STAR
1909121;168779;159375;1563741;1546908;364000000000000000000000;-0.0001338;3233;54891;STAR
1911404;1794716;1741519;1721997;1710371;32400000000000000000000;0.001431322;2877;54523;STAR
1878766;1699938;1621717;1593363;1578192;364000000000000000000000;-8.49E-05;3233;54891;STAR
1843688;1721733;174209;1758131;1764349;31800000000000000000000;0.000289458;282;51658;STAR
1935904;191104;1900807;1886068;1875383;425000000000000000000000;2146653;3775;55207;QSO
1910276;188026;188132;1874496;1851305;425000000000000000000000;2163334;3775;55207;QSO
1839749;175185;1722736;1712049;17063;322000000000000000000000;0.000474694;2862;54471;STAR
1891158;1796549;1784391;1783449;1784555;31800000000000000000000;-0.00030961;282;51658;STAR
1900219;1813879;1785602;1775402;1773112;427000000000000000000000;0.000190182;3789;55269;STAR
1799483;1809118;1797308;179644;1756453;31800000000000000000000;0.2682848;282;51658;QSO
1804344;1671626;1619663;1598489;1589956;322000000000000000000000;0.00041334;2862;54471;STAR
1695469;1590831;1557355;1545367;1542518;322000000000000000000000;0.000370092;2862;54471;STAR
185322;1718199;164586;1605459;1578115;31800000000000000000000;0.076873;282;51658;GALAXY
1734769;1591897;1541089;1521466;151135;322000000000000000000000;-2.40E-05;2862;54471;STAR
1745252;1600373;1548559;153045;1526196;322000000000000000000000;-0.000166011;2862;54471;STAR
1824058;1728418;1686563;1668588;1666148;322000000000000000000000;0.000285132;2862;54471;STAR
1875853;1771251;1713035;1678109;1657037;31800000000000000000000;0.1059068;282;51658;GALAXY
1762446;162299;1566794;1545264;1534744;322000000000000000000000;0.000422059;2862;54471;STAR
1723076;1534257;1460261;1430306;1414057;322000000000000000000000;0.000813605;2862;54471;STAR
1751778;1596334;1542956;1526585;1520625;322000000000000000000000;5.09E-05;2862;54471;STAR
1831646;1717831;1672776;1645679;1627505;3180000000000000000000;0.04642929;282;51658;GALAXY
1886559;1793797;1759938;1727625;1715216;31800000000000000000000;0.0507142;282;51658;GALAXY
1893187;1729161;1645778;1600194;156685;31800000000000000000000;0.0777171;282;51658;GALAXY
1928275;1816862;1773627;1748979;1732665;31800000000000000000000;0.07701109;282;51658;GALAXY
1684178;1578917;1549825;1541415;1540475;322000000000000000000000;0.000175868;2862;54471;STAR
1758745;1629912;1577302;155658;1546794;322000000000000000000000;0.000280159;2862;54471;STAR
1795845;1621113;1538632;1497331;1472561;31800000000000000000000;0.04731878;282;51658;GALAXY
1734696;1533229;144329;1400067;1366623;31800000000000000000000;0.04639931;282;51658;GALAXY
1888531;1763155;1703513;1666908;1643774;31800000000000000000000;0.07749061;282;51658;GALAXY
1791365;1661925;1599142;156545;1541474;31800000000000000000000;0.05010736;282;51658;GALAXY
1900871;1791077;1733526;1701973;1675568;31800000000000000000000;0.02696162;282;51658;GALAXY
1898835;1793499;1748464;1731133;1722673;322000000000000000000000;0.000542268;2862;54471;STAR
1807688;168485;162953;1598655;1580281;31800000000000000000000;0.04631858;282;51658;GALAXY
1889418;1782234;1738655;1705443;1690056;31900000000000000000000;0.06215688;283;51959;GALAXY
1926426;1789005;1736949;1721673;1714421;322000000000000000000000;0.000166029;2862;54471;STAR
1835328;1642267;155444;1513684;1481923;31800000000000000000000;0.05253265;282;51658;GALAXY
1904202;1813814;1788887;1780221;1774578;364000000000000000000000;2.65E-05;3233;54891;STAR
1861988;1742074;1693513;1655151;1661857;364000000000000000000000;0.000460247;3233;54891;STAR
1930915;1824684;1784528;1766633;1761505;364000000000000000000000;0.000254988;3233;54891;STAR
1853821;1822647;1842684;1814244;1746681;432000000000000000000000;4.49E-06;3840;55574;STAR
1704426;1614772;1589527;1581448;1581775;432000000000000000000000;0.000181641;3839;55575;STAR
1896725;1782251;1733524;1702095;168532;31600000000000000000000;0.0621128;281;51614;GALAXY
193131;1909058;1881792;1872753;187201;31600000000000000000000;1040195;281;51614;QSO
1941632;1865988;1852283;1817615;1813911;31600000000000000000000;0.0624137;281;51614;GALAXY
1755079;1620182;1549748;1504686;1473689;31600000000000000000000;0.06149595;281;51614;GALAXY
1895048;1783401;1729286;1695905;1674847;31600000000000000000000;0.1048234;281;51614;GALAXY
1737433;1597858;1540469;1515443;1502839;364000000000000000000000;0.000490507;3233;54891;STAR
1949658;1814703;1750024;1715014;1688142;31600000000000000000000;0.1040979;281;51614;GALAXY
1894988;1799244;1769899;1755942;175528;364000000000000000000000;0.000731027;3233;54891;STAR
1878797;176663;172464;1708485;1702187;364000000000000000000000;0.000189256;3233;54891;STAR
1938965;1757231;1658498;1614404;1575292;31800000000000000000000;0.1044627;282;51658;GALAXY
1956516;1762949;1668799;1629173;1591588;31600000000000000000000;0.07551581;281;51614;GALAXY
1655078;1541067;1494006;1475438;1467158;322000000000000000000000;-2.00E-05;2862;54471;STAR
1938104;1831248;1773633;1759461;1740401;322000000000000000000000;0;2862;54471;GALAXY
1878219;1756627;1699541;1679009;1663983;32400000000000000000000;0.000495627;2877;54523;STAR
1845758;1729462;1685997;1666539;1657882;322000000000000000000000;-3.93E-05;2862;54471;STAR
193715;183191;1801028;1788939;1784233;364000000000000000000000;0.000851361;3233;54891;STAR
1951414;1739306;1644485;1606323;1581234;364000000000000000000000;0.000143891;3233;54891;STAR
188189;1789273;1754372;1741363;1731821;364000000000000000000000;0.000152154;3233;54891;STAR
1831982;1736315;1705186;1694689;1691356;322000000000000000000000;4.43E-05;2862;54471;STAR
1886023;1786057;1753515;1744031;1738173;31800000000000000000000;0.000328752;282;51658;STAR
1776132;1624305;1564319;1544552;1534653;322000000000000000000000;-4.86E-05;2862;54471;STAR
1952828;1946375;1928571;1919339;1923166;364000000000000000000000;1476645;3233;54891;QSO
1809945;1687934;1639645;162097;1613519;322000000000000000000000;0.000102659;2862;54471;STAR
1811548;1711484;1680184;1668734;1663647;324000000000000000000000;0.000158686;2877;54523;STAR
1714389;1570507;1514758;1494102;1484542;322000000000000000000000;-6.81E-05;2862;54471;STAR
1857968;1678172;1581823;1531559;148885;31600000000000000000000;0.07556868;281;51614;GALAXY
1952826;1810853;1759705;173893;1729384;322000000000000000000000;0.000420071;2862;54471;STAR
1856321;1706094;1654046;1638278;1631502;32200000000000000000000;0.000181345;2862;54471;STAR
1905254;1902177;1893165;1881384;1862225;31600000000000000000000;2015256;281;51614;QSO
1895403;1676134;1587748;1559498;1546106;36400000000000000000000;-5.42E-05;3233;54891;STAR
1825786;1726303;1686523;1668663;1664486;31600000000000000000000;0.000320813;281;51614;STAR
1655837;15568;1524423;1510714;1511522;32200000000000000000000;0.000132504;2862;54471;STAR
1943694;1803432;1745634;1727229;1715916;36400000000000000000000;0.000291401;3233;54891;STAR
1937631;1942547;1945366;1928736;1917858;31800000000000000000000;1934764;282;51658;QSO
1929889;1796902;1727344;168995;1663824;31600000000000000000000;0.1053436;281;51614;GALAXY
1885049;1784582;1747629;1733846;1734741;364000000000000000000000;-3.12E-05;3233;54891;STAR
1814501;1679992;1630426;1614146;1610781;32200000000000000000000;0.000213911;2862;54471;STAR
1665928;1512397;1449263;1426027;1417529;322000000000000000000000;-0.000114389;2862;54471;STAR
1853921;1719631;1664381;1641402;1633263;322000000000000000000000;-1.98E-05;2862;54471;STAR
1915216;1780508;1698887;1651725;1617854;31800000000000000000000;0.1048721;282;51658;GALAXY
1917735;1777072;1718398;1693232;1679774;324000000000000000000000;0.000366483;2877;54523;STAR
1815841;1675034;1620486;1600669;1592221;324000000000000000000000;-8.19E-05;2877;54523;STAR
177165;1623134;1568185;1548992;154255;322000000000000000000000;-0.000105127;2862;54471;STAR
1658746;1508659;1454309;1436515;1431197;322000000000000000000000;-2.14E-05;2862;54471;STAR
1937991;179173;1738715;1718975;1709836;322000000000000000000000;-6.96E-05;2862;54471;STAR
1838824;1821608;1797886;1749884;175652;801000000000000000000000;0.1234842;7112;56666;QSO
1934087;1756746;1674365;1636441;1607912;67300000000000000000000;0.06240444;598;52316;GALAXY
1912101;1773742;1719295;1690048;1667536;67300000000000000000000;0.06378556;598;52316;GALAXY
1852088;1663831;1575155;1528174;1489423;67300000000000000000000;0.0623395;598;52316;GALAXY
1886977;1787257;1744876;1722007;1708759;67200000000000000000000;0.03853471;597;52059;GALAXY
195572;179737;171867;1671468;1649499;67200000000000000000000;0.06442101;597;52059;GALAXY
1959192;1941606;1923519;1912886;189523;801000000000000000000000;203542;7113;56711;QSO
1943557;1859831;183061;1821321;1817326;801000000000000000000000;-0.000195326;7112;56666;STAR
1833541;1656523;1565819;1514614;1472853;67300000000000000000000;0.06491648;598;52316;GALAXY
1856823;166248;1575549;1527749;1490426;67300000000000000000000;0.0626579;598;52316;GALAXY
1901035;1726046;163641;1593852;1560409;67300000000000000000000;0.06325122;598;52316;GALAXY
1895765;1792062;1758303;1727741;1720318;67200000000000000000000;0.06267887;597;52059;GALAXY
178573;1592303;1504134;1460837;1428197;67300000000000000000000;0.04602133;598;52316;GALAXY
1930013;1751643;165151;160014;1559774;67300000000000000000000;0.06515607;598;52316;GALAXY
1916865;1714901;1624588;1579839;1546912;67200000000000000000000;0.06311412;597;52059;GALAXY
1858556;1672375;15822;1535676;1504345;67300000000000000000000;0.060374;598;52316;GALAXY
193852;1807185;1758351;1727852;1707235;67300000000000000000000;0.05021865;598;52316;GALAXY
192734;1747389;1656533;1610552;1574846;67200000000000000000000;0.05043972;597;52059;GALAXY
1823742;1708034;1642665;1606924;1580276;6730000000000000000000;0.04166869;598;52316;GALAXY
1864833;1742077;1689943;1654452;1629044;6730000000000000000000;0.04169445;598;52316;GALAXY
1723751;1608045;1584369;1576911;1575339;67300000000000000000000;-0.000125018;598;52316;STAR
1955982;1944618;1911944;1920115;1918387;67300000000000000000000;1056828;598;52316;QSO
1900419;1843477;1797246;1759856;1754358;67300000000000000000000;0.1456689;598;52316;GALAXY
1829368;1712409;1644911;160561;1582392;6730000000000000000000;0.1520791;598;52316;GALAXY
1927052;1816374;1759836;1727375;1710036;67300000000000000000000;0.1122941;598;52316;GALAXY
